,age,age,age,age,avg_absences,avg_absences,avg_absences,avg_absences,avg_absences,female,female,female,female,id_s_fr,id_s_fr,id_s_fr,id_s_fr,perf_a,perf_a,perf_a,perf_a,perf_a,perf_b,perf_b,perf_b,perf_b,perf_c,perf_c,perf_c,perf_c,perf_c
127945,,,,24.0,,,,1.4167751,0.96246856,,,,1.0,,,,,,,,,,,,,,,,,,
127969,,,,,,,,,0.4056733,,,,,,,,,,,,,,,,,,,,,,
127975,,,,53.0,,,,1.3817412,0.19629608,,,,1.0,,,,3000010190.0,,,,-0.302713771,0.823425944,,,,,,,,-0.088647023,0.7058683000000001
127980,,,,30.0,,,,1.2632008,0.80786073,,,,1.0,,,,,,,,-0.71972326,0.578485744,,,,,,,,-0.71972328,0.57848573
127999,,,,25.0,,,,1.7988923,,,,,1.0,,,,,,,,-1.5833911269999998,,,,,,,,,-1.5833912,
128004,,,,24.0,,,,1.8721501,0.026465748,,,,1.0,,,,3000010179.0,,,,-1.147088593,-0.620129661,,,,,,,,-0.82440639,-0.45659018
128005,,,,48.0,,,,1.4451575,0.38645193,,,,1.0,,,,3000010288.0,,,,-0.917339708,-0.638012482,,,,,,,,-0.76373529,-0.39913571
128058,,,,26.0,,,,1.6305969,,,,,1.0,,,,3000010161.0,,,,,,,,,,,,,,
128061,,,,,,,,,0.008077604,,,,,,,,,,,,,,,,,,,,,,
128083,,,,25.0,,,,1.9530795,0.23062685,,,,0.0,,,,,,,,-1.756820069,-1.7236303819999998,,,,,,,,-1.7568201,-1.7236303
128104,,,,,,,,1.5009185,0.30515239,,,,,,,,,,,,,0.332773562,,,,,,,,,0.33277357
128137,,,,33.0,,,,1.2714771,,,,,0.0,,,,3000010249.0,,,,-2.543120032,,,,,-0.975156895,,,,-1.7114877,
128142,,,,24.0,,,,1.6065475,,,,,1.0,,,,3000010323.0,,,,0.0387487,,,,,,,,,0.029978928999999998,
128145,,,,,,,,,0.97190338,,,,,,,,,,,,-0.945911684,0.193766829,,,,-2.041983482,,,,-1.7228588,0.09993962199999999
128155,,,,,,,,,0.60982943,,,,,,,,,,,,,0.02594172,,,,,,,,,0.18013987
128163,,,,,,,,1.7454816000000002,,,,,,,,,,,,,,,,,,,,,,,
128183,,,,67.0,,,,1.8404071,,,,,0.0,,,,,,,,-2.384552005,,,,,,,,,-2.3168516,
128188,,,,,,,,,0.3721292,,,,,,,,,,,,,,,,,,,,,,
128189,,,,,,,,,0.029146953,,,,,,,,,,,,,-0.99183056,,,,,,,,,-0.9763608
128191,,,,,,,,,0.65552884,,,,,,,,,,,,,-0.895602917,,,,,,,,,-0.19424132
128197,23.0,,,26.0,8.7700272,,,1.9119737,0.82752204,1.0,,,1.0,,,,3000010179.0,-2.113988934,,,-0.06634831299999999,-0.378773775,,,,0.502063142,-2.1139889,,,0.10355542,-0.13074026
128204,,,,,,,,1.1760099,0.068752162,,,,,,,,,,,,,,,,,,,,,,
128216,,,,24.0,,,,1.7098526,0.47639152,,,,1.0,,,,3000010256.0,,,,,,,,,,,,,,
128223,,,,,,,,1.6322073,0.1789652,,,,,,,,,,,,-1.073762824,,,,,,,,,-1.0737629,
128224,,,,,,,,,0.71375501,,,,,,,,,,,,,-1.951939002,,,,,,,,,-1.9519389
128227,,,,,,,,,0.66165185,,,,,,,,,,,,-1.868097337,-0.902864189,,,,,,,,-1.9444381000000002,-0.84553725
128228,,,,,,,,,0.44480187,,,,,,,,,,,,-1.056932956,-1.338546076,,,,-0.127390595,,,,-0.79746079,-1.1999848
128229,,,,,,,,,0.70615703,,,,,,,,,,,,,-0.933394114,,,,,,,,,-0.80148429
128233,,,,,,,,,0.95985466,,,,,,,,,,,,,,,,,,,,,,
128234,,,,,,,,,0.58771449,,,,,,,,,,,,,-0.229660318,,,,,,,,,0.016129604
128237,,,,,,,,,0.2995483,,,,,,,,,,,,,,,,,,,,,,
128240,,,,38.0,,,,1.922732,0.55037248,,,,1.0,,,,3000010190.0,,,,-0.538040699,0.000583093,,,,-1.436020679,,,,-0.64424103,0.006399131
128246,,,,,,,,,0.1154774,,,,,,,,,,,,,0.229580727,,,,,,,,,0.16826144
128248,,,,,,,,,0.18758686,,,,,,,,,,,,,-1.027220283,,,,,,,,,-1.0920469
128251,,,,,,,,,0.79622859,,,,,,,,,,,,-1.64117258,-0.458574471,,,,-1.19388743,,,,-1.5114295,-0.45857447
128258,,,,,,,,,0.25564352,,,,,,,,,,,,,-0.804107887,,,,,,,,,-0.5475722
128260,,,,,,,,,0.24535026,,,,,,,,,,,,,-0.220847628,,,,,,,,,0.013013295
128261,,,,,,,,,0.7582469000000001,,,,,,,,,,,,-0.7563359709999999,-0.68765274,,,,,,,,-0.75633597,-0.5646595999999999
128262,,,,,,,,,0.15401801,,,,,,,,,,,,,-0.760014505,,,,,,,,,-0.76001447
128264,,,,,,,,,0.48213083,,,,,,,,,,,,,-0.095319391,,,,,,,,,-0.058613155
128265,,,,,,,,,0.78737593,,,,,,,,,,,,-0.6145514870000001,-0.8079627309999999,,,,,,,,-0.77508843,-0.45564803
128267,,,,,,,,,0.88455182,,,,,,,,,,,,,-1.055431589,,,,,,,,,-0.46667561
128268,,,,,,,,,0.47018558,,,,,,,,,,,,,,,,,,,,,,
128269,,,,,,,,1.6884475,0.66452229,,,,,,,,,,,,-1.62672567,-1.800766301,,,,,,,,-1.6267257,-1.8007663
128270,,,,,,,,,0.50363803,,,,,,,,,,,,-1.133173622,-1.462282184,,,,-2.445792869,,,,-1.5503873,-1.5420355
128271,,,,,,,,,0.79064536,,,,,,,,,,,,-0.65704092,0.33414072,,,,,,,,-0.65704089,0.76596397
128273,,,,,,,,,0.70236355,,,,,,,,,,,,,0.358691287,,,,,,,,,0.093638338
128274,,,,,,,,,0.1106695,,,,,,,,,,,,,-2.324241735,,,,,,,,,-0.96352243
128275,,,,,,,,,0.51477939,,,,,,,,,,,,,-1.0143098190000002,,,,,,,,,-0.76802725
128276,,,,,,,,,0.8850798000000001,,,,,,,,,,,,,-0.666920313,,,,,,,,,-0.68151343
128278,,,,,,,,,0.24629152,,,,,,,,,,,,-1.0587058809999998,-0.5984777520000001,,,,,,,,-1.0587058999999999,-0.74584758
128279,,,,,,,,,0.32504997,,,,,,,,,,,,0.165120018,-0.067193671,,,,,,,,0.16512001,0.30242339
128280,,,,,,,,,0.17122349,,,,,,,,,,,,,-1.891338493,,,,,,,,,-1.6632886000000002
128281,,,,,,,,,0.69860178,,,,,,,,,,,,,0.15191587,,,,,,,,,0.18315731
128282,,,,,,,,,0.01435009,,,,,,,,,,,,,-1.360695055,,,,,,,,,-1.3606951
128283,,,,,,,,,0.1827419,,,,,,,,,,,,,-0.243504149,,,,,,,,,0.13417223
128284,,,,,,,,,0.99770892,,,,,,,,,,,,-0.006217917,-1.700401619,,,,,,,,-0.006217917,-1.7004015
128285,,,,,,,,,0.29245132,,,,,,,,,,,,,-0.266440815,,,,,,,,,-0.26644081
128286,,,,,,,,,0.002593023,,,,,,,,,,,,,,,,,,,,,,
128287,,,,,,,,,0.6052016,,,,,,,,,,,,,-1.0644038999999998,,,,,,,,,-0.97921312
128288,,,,,,,,,0.48548594,,,,,,,,,,,,-0.729197856,-0.217824744,,,,,,,,-0.72919786,-0.21782474
128291,,,,,,,,,0.71968067,,,,,,,,,,,,,-0.412174704,,,,,,,,,-0.057333179000000005
128292,,,,,,,,,0.11689861,,,,,,,,,,,,-0.988334481,-0.8280528070000001,,,,-0.619357975,,,,-0.89677399,-0.61533165
128293,,,,,,,,,0.84968561,,,,,,,,,,,,,,,,,,,,,,
128294,,,,,,,,,0.6184904,,,,,,,,,,,,,-2.478909637,,,,,,,,,-2.4789097
128295,,,,,,,,,0.12409097,,,,,,,,,,,,,-0.123908835,,,,,,,,,-0.19571762
128297,,,,,,,,,0.001082385,,,,,,,,,,,,-1.190974356,-0.333479229,,,,,,,,-1.0823252,-0.24011356
128299,,,,,,,,,0.15047771,,,,,,,,,,,,,-0.412518471,,,,,,,,,-0.58506215
128300,,,,,,,,,0.156185,,,,,,,,,,,,,,,,,,,,,,
128301,,,,,,,,,0.69991434,,,,,,,,,,,,,-0.47333232,,,,,,,,,-0.55782199
128302,,,,,,,,,0.91342378,,,,,,,,,,,,,-3.99977404,,,,,,,,,-3.9997737
128303,,,,,,,,,0.99128407,,,,,,,,,,,,,,,,,,,,,,
128304,,,,,,,,,0.22309582,,,,,,,,,,,,,-0.210873665,,,,,,,,,-0.21087366
128305,,,,,,,,,0.41032785,,,,,,,,,,,,,0.013728293,,,,,,,,,-0.42786631
128306,,,,,,,,,0.7272653,,,,,,,,,,,,,,,,,,,,,,
128307,,,,,,,,,0.46137267,,,,,,,,,,,,,-0.889108846,,,,,,,,,-0.89895397
128308,,,,,,,,,0.043999027,,,,,,,,,,,,,0.751967499,,,,,,,,,0.74408036
128309,,,,,,,,,0.6088708,,,,,,,,,,,,,,,,,,,,,,
128310,,,,,,,,,0.94493544,,,,,,,,,,,,,-0.030018932,,,,,,,,,-0.030018931000000002
128311,,,,,,,,,0.13201058,,,,,,,,,,,,,-0.15529576,,,,,,,,,-0.15529576
128312,,,,,,,,,0.097422034,,,,,,,,,,,,,1.195890915,,,,,,,,,0.65841895
128313,,,,,,,,,0.7323004,,,,,,,,,,,,,-0.299086777,,,,,,,,,-0.050876650999999995
128314,,,,,,,,,0.93413353,,,,,,,,,,,,,0.6454549039999999,,,,,,,,,0.24610947
128315,,,,,,,,,0.17843924,,,,,,,,,,,,,,,,,,,,,,
128316,,,,,,,,,0.71107841,,,,,,,,,,,,,,,,,,,,,,
128317,,,,,,,,,0.15320060000000002,,,,,,,,,,,,,-0.240477907,,,,,,,,,-0.40009186
128318,,,,,,,,,0.75233811,,,,,,,,,,,,,0.389359436,,,,,,,,,0.36621365
128319,,,,,,,,,0.98062462,,,,,,,,,,,,,0.756968935,,,,,,,,,0.40346071
128320,,,,,,,,,0.62406874,,,,,,,,,,,,,-0.499430606,,,,,,,,,-0.49943059999999995
128321,,,,,,,,,0.95172584,,,,,,,,,,,,,-1.272555181,,,,,,,,,-1.2725552
128322,,,,,,,,,0.84840429,,,,,,,,,,,,,0.093395659,,,,,,,,,0.093395658
128323,,,,,,,,,0.51043767,,,,,,,,,,,,,0.091713472,,,,,,,,,0.091713466
128324,,,,,,,,,0.99851555,,,,,,,,,,,,,-0.321643826,,,,,,,,,-0.50836152
128325,,,,,,,,,0.8538353999999999,,,,,,,,,,,,,-0.377235275,,,,,,,,,-0.37723529
128326,,,,,,,,,0.67882365,,,,,,,,,,,,,,,,,,,,,,
128327,,,,,,,,,0.36567944,,,,,,,,,,,,,-1.330247927,,,,,,,,,-0.91345394
128328,,,,,,,,,0.55006444,,,,,,,,,,,,,,,,,,,,,,
128329,,,,,,,,,0.24379145,,,,,,,,,,,,,-0.384441121,,,,,,,,,-0.17588201
128330,,,,,,,,,0.94808406,,,,,,,,,,,,,-0.919235027,,,,,,,,,-0.86410642
128331,,,,,,,,,0.58972108,,,,,,,,,,,,,-0.134996157,,,,,,,,,0.13636854
128332,,,,,,,,,0.69540662,,,,,,,,,,,,,-0.881563957,,,,,,,,,-0.58330774
128333,,,,,,,,,0.78060395,,,,,,,,,,,,,,,,,,,,,,
128334,,,,,,,,,0.86578012,,,,,,,,,,,,,0.041880873,,,,,,,,,0.041880876000000004
128335,,,,,,,,,0.46012041,,,,,,,,,,,,,-0.392098512,,,,,,,,,-0.24939914
128336,,,,,,,,,0.53953832,,,,,,,,,,,,,0.002052226,,,,,,,,,-0.13138348
128337,,,,,,,,,0.085395537,,,,,,,,,,,,,-0.562283668,,,,,,,,,-0.85483229
128338,,,,,,,,,0.78708118,,,,,,,,,,,,,-0.562790185,,,,,,,,,-0.32850733
128339,,,,,,,,,0.97508395,,,,,,,,,,,,,,,,,,,,,,
128340,,,,,,,,,0.57295072,,,,,,,,,,,,,-1.64280419,,,,,,,,,-1.5298916
128341,,,,,,,,,0.14826666,,,,,,,,,,,,,,,,,,,,,,
128342,,,,,,,,,0.62178206,,,,,,,,,,,,,-0.299174525,,,,,,,,,-0.43174317
128343,,,,,,,,1.7416488,0.28740111,,,,,,,,,,,-0.024210672000000003,,-0.273412722,,,,,,,-0.024210673,,0.11910087
128344,,,,,,,,,0.050965915999999986,,,,,,,,,,,,,-1.405292109,,,,,,,,,-1.3939776000000001
128345,,,,,,,,,0.65024704,,,,,,,,,,,,,-0.203459829,,,,,,,,,0.015830841000000002
128346,,,,,,,,,0.62118286,,,,,,,,,,,,,-0.306440634,,,,,,,,,-0.59589714
128348,,,,,,,,,0.89663541,,,,,,,,,,,,,,,,,,,,,,
128349,,,,,,,,,0.072558895,,,,,,,,,,,,,-1.08402422,,,,,,,,,-1.0112565
128350,,,,,,,,,0.83925718,,,,,,,,,,,,,-0.28086844,,,,,,,,,-0.073059648
128351,,,,,,,,,0.78617239,,,,,,,,,,,,,-1.397189431,,,,,,,,,-1.5681421999999998
128352,,,,,,,,,0.93450981,,,,,,,,,,,,,-0.954092057,,,,,,,,,-0.95179629
128353,,,,,,,,,0.97731537,,,,,,,,,,,,,-1.311239285,,,,,,,,,-1.1726828999999999
128354,,,,,,,,,0.16767369,,,,,,,,,,,,,0.35569788,,,,,,,,,0.30155802
128355,,,,,,,,,0.66853845,,,,,,,,,,,,,-2.172364429,,,,,,,,,-1.9150546999999998
128356,,,,,,,,,0.25185806,,,,,,,,,,,,,-0.624708913,,,,,,,,,-0.40591741
128357,,,,,,,,,0.78341687,,,,,,,,,,,,,-0.442896743,,,,,,,,,0.37343192
128358,,,,,,,,,0.16633342,,,,,,,,,,,,,-2.095884176,,,,,,,,,-1.8248717
128359,,,,,,,,,0.86780858,,,,,,,,,,,,,,,,,,,,,,
128360,,,,,,,,,0.77099699,,,,,,,,,,,,,-0.508880354,,,,,,,,,-0.50888038
128361,,,,,,,,,0.13481212,,,,,,,,,,,,,,,,,,,,,,
128362,,,,,,,,,0.39960098,,,,,,,,,,,,,-1.317164185,,,,,,,,,-1.6271308999999998
128363,,,,,,,,,0.3666586,,,,,,,,,,,,,-1.046634492,,,,,,,,,-1.0466344
128364,,,,,,,,,0.55760092,,,,,,,,,,,,,-0.608522392,,,,,,,,,-0.66116679
128365,,,,,,,,,0.59776115,,,,,,,,,,,,,-0.218238733,,,,,,,,,-0.13278376
128366,,,,,,,,,0.91675133,,,,,,,,,,,,,-0.161862043,,,,,,,,,-0.046883345
128367,,,,,,,,,0.99517697,,,,,,,,,,,,,-1.174879745,,,,,,,,,-1.0909982
128368,,,,,,,,,0.9598549,,,,,,,,,,,,,-0.547250396,,,,,,,,,-0.47557792
128369,,,,,,,,,0.53840643,,,,,,,,,,,,,,,,,,,,,,
128370,,,,,,,,,0.38461027,,,,,,,,,,,,,-0.186180379,,,,,,,,,0.045586955
128371,,,,,,,,,0.90872252,,,,,,,,,,,,,-1.87008646,,,,,,,,,-1.5668828000000001
128372,,,,,,,,,0.17778848,,,,,,,,,,,,,0.261525099,,,,,,,,,0.46851578
128373,,,,,,,,,0.98866862,,,,,,,,,,,,,-0.33692583200000004,,,,,,,,,-0.38456118
128374,,,,,,,,,0.07365413,,,,,,,,,,,,,-1.009665182,,,,,,,,,-1.0096653
128375,,,,,,,,,0.23358428,,,,,,,,,,,,,-0.272624067,,,,,,,,,-0.12486508
128376,,,,,,,,,0.31511196,,,,,,,,,,,,,-1.226843175,,,,,,,,,-0.8009125
128377,,,,,,,,,0.68000823,,,,,,,,,,,,,-1.534225636,,,,,,,,,-1.3241239
128378,,,,,,,,,0.89212215,,,,,,,,,,,,,0.335853351,,,,,,,,,0.33585337
128379,,,,,,,,,0.54894501,,,,,,,,,,,,,-0.221133124,,,,,,,,,-0.17154431
128380,,,,,,,,,0.64370865,,,,,,,,,,,,,,,,,,,,,,
128381,,,,,,,,,0.32345933,,,,,,,,,,,,,-0.7430516770000001,,,,,,,,,-0.74305171
128382,,,,,,,,,0.72860193,,,,,,,,,,,,,-0.76004347,,,,,,,,,-0.57558411
128383,,,,,,,,,0.94664055,,,,,,,,,,,,,-1.1762992559999998,,,,,,,,,-1.0248102
128384,,,,37.0,,,,1.5878066000000002,0.70110416,,,,0.0,,,,3000010161.0,,,,-0.36854954,1.712775938,,,,,,,,-0.36854956,1.7127758999999998
128385,,,,,,,,,0.68206906,,,,,,,,,,,,,-0.192696415,,,,,,,,,-0.90610731
128386,,,,,,,,,0.005240087,,,,,,,,,,,,,-0.463681353,,,,,,,,,-0.074290559
128387,,,,,,,,,0.47617987,,,,,,,,,,,,,-0.8701309909999999,,,,,,,,,0.11510739
128388,,,,,,,,,0.56706244,,,,,,,,,,,,,-1.134466165,,,,,,,,,-1.1344662
128389,,,,,,,,,0.070119627,,,,,,,,,,,,,,,,,,,,,,
128390,,,,,,,,,0.52429819,,,,,,,,,,,,,-0.065046224,,,,,,,,,0.027695216
128391,,,,,,,,,0.34706727,,,,,,,,,,,,,-2.2687623340000003,,,,,,,,,-2.2687624
128392,,,,,,,,,0.54592061,,,,,,,,,,,,,-0.750304925,,,,,,,,,-0.61198169
128393,,,,,,,,,0.50200015,,,,,,,,,,,,,-1.677733205,,,,,,,,,-1.6777331999999998
128394,,,,,,,,,0.92466056,,,,,,,,,,,,,-1.820333358,,,,,,,,,-1.8203334
128395,,,,,,,,,0.98705512,,,,,,,,,,,,,-2.07261023,,,,,,,,,-1.8371377
128396,,,,,,,,,0.45311198,,,,,,,,,,,,,,,,,,,,,,
128397,,,,,,,,,0.60606569,,,,,,,,,,,,,0.530787618,,,,,,,,,0.53078765
128398,,,,,,,,,0.2494261,,,,,,,,,,,,,-0.849415635,,,,,,,,,-0.84941566
128399,,,,,,,,,0.49506247,,,,,,,,,,,,,-0.7938153659999999,,,,,,,,,-0.7331329000000001
128400,,,,,,,,,0.69804996,,,,,,,,,,,,,-2.29717594,,,,,,,,,-2.2971758999999996
128401,,,,,,,,,0.23822238,,,,,,,,,,,,,0.356945137,,,,,,,,,0.032814875
128402,,,,,,,,,0.85148835,,,,,,,,,,,,,0.07268263700000001,,,,,,,,,0.07268263400000001
128403,,,,,,,,,0.64636475,,,,,,,,,,,,,1.152922842,,,,,,,,,1.1529227
128404,,,,,,,,,0.88148993,,,,,,,,,,,,,-0.311441102,,,,,,,,,-0.31144109
128405,,,,,,,,,0.96715188,,,,,,,,,,,,,-0.28271571100000004,,,,,,,,,0.45680255
128406,,,,,,,,,0.16111362,,,,,,,,,,,,,-0.89737621,,,,,,,,,-0.79769295
128407,,,,,,,,,0.093602262,,,,,,,,,,,,,-0.335040094,,,,,,,,,-0.83923054
128408,,,,,,,,,0.14978877,,,,,,,,,,,,,-0.644405431,,,,,,,,,-0.55953383
128409,,,,,,,,,0.40603635,,,,,,,,,,,,,-1.44606152,,,,,,,,,-1.4460614999999999
128410,,,,,,,,,0.83547914,,,,,,,,,,,,,-2.004855033,,,,,,,,,-1.796389
128411,,,,,,,,,0.88223314,,,,,,,,,,,,,,,,,,,,,,
128412,,,,,,,,,0.66386694,,,,,,,,,,,,,-0.26773325600000003,,,,,,,,,-0.26773325
128413,,,,,,,,,0.89731514,,,,,,,,,,,,,1.247200386,,,,,,,,,1.2472003999999999
128414,,,,,,,,,0.84125906,,,,,,,,,,,,,,,,,,,,,,
128415,,,,,,,,,0.20008105,,,,,,,,,,,,,-0.8163622859999999,,,,,,,,,-0.81636232
128416,,,,,,,,,0.61107928,,,,,,,,,,,,,,,,,,,,,,
128417,,,,,,,,,0.42449018,,,,,,,,,,,,,,,,,,,,,,
128418,,,,,,,,,0.7218256,,,,,,,,,,,,,,,,,,,,,,
128419,,,,,,,,,0.68466038,,,,,,,,,,,,,-1.151574842,,,,,,,,,-1.0874306
128420,,,,,,,,,0.096125297,,,,,,,,,,,,,-0.533372423,,,,,,,,,-0.45154405
128421,,,,25.0,,,,1.4581858,0.91493589,,,,0.0,,,,3000010625.0,,,,-0.7700046490000001,-0.875026695,,,,,,,,-0.77000463,-0.8750266999999999
128422,,,,,,,,,0.55509555,,,,,,,,,,,,,,,,,,,,,,
128423,,,,,,,,,0.62949544,,,,,,,,,,,,,-1.18978219,,,,,,,,,-0.93837446
128424,,,,,,,,,0.9533205,,,,,,,,,,,,,-0.653808687,,,,,,,,,-0.65380871
128425,,,,,,,,,0.76677954,,,,,,,,,,,,,-1.611699119,,,,,,,,,-1.611699
128426,,,,,,,,,0.50351954,,,,,,,,,,,,,-1.6458764680000002,,,,,,,,,-1.6458764
128427,,,,,,,,,0.07017823299999999,,,,,,,,,,,,,-1.208772736,,,,,,,,,-0.99540764
128428,,,,,,,,,0.32759976,,,,,,,,,,,,,,,,,,,,,,
128429,,,,,,,,,0.46381721,,,,,,,,,,,,,,,,,,,,,,
128437,,,,,8.387806900000001,8.5651274,8.3315134,,,,,,,,,,,,,,,,,,,,,,,,
128452,,,,,,,,,0.4303191,,,,,,,,,,,,,,,,,,,,,,
128453,,,,,,,,,0.18246768,,,,,,,,,,,,,0.992103328,,,,,,,,,0.82538229
128454,,,,,,,,,0.63690037,,,,,,,,,,,,,,,,,,,,,,
128455,,,,,,,,,0.41868535,,,,,,,,,,,,,-1.246491322,,,,,,,,,-0.36950803
128456,,,,,,,,,0.47517583,,,,,,,,,,,,,-0.933812712,,,,,,,,,-1.1671292
128457,,,,,,,,,0.71560365,,,,,,,,,,,,,-0.5964700079999999,,,,,,,,,-0.43549079
128458,,,,,,,,,0.007508017,,,,,,,,,,,,-1.005748917,-0.883133528,,,,,,,,-1.0057489,-0.88313353
128460,,,,,,,,,0.30926704,,,,,,,,,,,,,0.143189392,,,,,,,,,0.14318939
128461,,,,23.0,,,,1.755036,0.039028384,,,,0.0,,,,3000010170.0,,,,-0.098092211,0.408856158,,,,0.654574274,,,,0.090487935,-0.35255143
128470,,,,42.0,,,,1.6187048000000002,0.52078366,,,,1.0,,,,,,,,-0.133331814,,,,,,,,,-0.13333181,-2.4138308
128471,,,,28.0,,,,1.1725093,0.97905207,,,,0.0,,,,3000010291.0,,,,0.316139171,-0.07146387,,,,,,,,0.31613919,-0.071463868
128472,,,,,,,,,0.56215882,,,,,,,,,,,,-0.570286885,,,,,,,,,-0.57028687,
128474,,,,,,,,1.2445202,,,,,,,,,,,,,,,,,,,,,,,
128475,,,,23.0,,,,1.5326343,,,,,1.0,,,,3000010290.0,,,,-0.187079015,,,,,,,,,-0.051027339000000005,
128476,,,,36.0,,,,1.3447491000000005,,,,,0.0,,,,3000010290.0,,,,-1.765690573,,,,,,,,,-1.4416635,
128511,,,,,,,,1.5531613000000002,,,,,,,,,,,,,-0.999683866,,,,,,,,,-0.78574252,
128516,,,,,,,,1.9983824,0.41681468,,,,,,,,,,,,-0.5254785829999999,-0.7778294370000001,,,,,,,,-0.60787141,-0.41161704
128519,,,,27.0,,,,2.0003273,0.34644291,,,,1.0,,,,3000010260.0,,,,-0.51836633,-0.736897618,,,,,,,,-0.0789451,-0.73689765
128525,,,,,,,,1.1170412,,,,,,,,,,,,,,,,,,,,,,-2.6132929,
128530,,,,41.0,,,,1.5947117,,,,,1.0,,,,3000010161.0,,,,0.415793172,,,,,,,,,-0.042825773,
128536,,,,,,,,1.6619606,0.87444621,,,,,,,,,,,,-1.623372575,-0.687331792,,,,,,,,-1.6233726000000002,-0.45208883
128539,,,,24.0,,,,1.1630812,0.14358063,,,,1.0,,,,3000010170.0,,,,-0.100238941,0.563894174,,,,,,,,-0.15447465,-0.43896788
128540,,,,35.0,,,,1.9282891,0.20195797,,,,0.0,,,,3000010161.0,,,,-1.887519167,-1.545718467,,,,,,,,-1.6325296,-1.5457186
128541,,,,25.0,,,,1.8820529,,,,,1.0,,,,3000010161.0,,,,-1.975211748,,,,,,,,,-1.7804648999999997,
128542,,,,38.0,,,,1.7153877,0.67842603,,,,1.0,,,,3000010260.0,,,,-1.3555791190000002,-0.813320851,,,,-2.018680741,,,,-1.3796996000000001,-0.73513198
128543,,,,28.0,,,,1.7092476000000003,0.59694326,,,,1.0,,,,3000010260.0,,,,-1.581062314,-0.56980147,,,,,,,,-1.2101954,-0.26310217
128544,,,,28.0,,,,1.3791884,,,,,1.0,,,,3000010260.0,,,,-0.7920949,,,,,0.7911288240000001,,,,-0.67710274,
128564,,,,,,,,1.2718757,0.16996931,,,,,,,,,,,,-1.811168209,0.024618551,,,,,,,,-1.5173078000000002,-0.20218955
128572,,,,,,,,1.1389961000000002,0.34917989,,,,,,,,,,,,-0.526380689,-0.209367942,,,,,,,,-0.10859471,0.23978351
128575,,,,46.0,,,,1.4051275,,,,,0.0,,,,,,,,-0.211464427,,,,,,,,,-0.21146443,
128644,,,,,,,,1.7472328,,,,,,,,,,,,,,,,,,,,,,,
128664,,,,,,,8.4045038,,,,,,,,,,,,,,,,,,,,,,-1.9945107,,
128665,21.0,22.0,23.0,24.0,8.3038731,8.0741777,8.649223300000001,1.1972923999999998,0.92496449,1.0,1.0,1.0,1.0,3000010179.0,3000010179.0,3000010179.0,3000010179.0,,,-0.881573204,-0.074702158,0.7713782929999999,,,1.353223521,-0.035272774,,,-0.10507666,0.026451671,0.53661233
128666,,,35.0,36.0,,,8.4829721,1.2578746,0.96276617,,,0.0,0.0,,,3000010179.0,3000010179.0,,,-1.609597669,-1.054196322,-0.197287048,,,,,,,-1.2574036,-0.74171454,0.2835224
128671,,,,,,,8.6925812,,,,,,,,,,,,,-1.5109328569999998,,,,,,,,,-0.80881256,,
128676,,,38.0,,,,8.3344889,,,,,1.0,,,,3000010209.0,,,,-2.964012269,,,,,-0.053898547000000005,,,,-2.0948639,,
128677,,,,,,,8.4024057,1.4608957,0.001310185,,,,,,,,,,,-1.957558581,-0.350029937,0.096303707,,,,,,,-1.7204773000000002,-0.35002995,0.096303709
128685,,,,,8.5507603,7.974719500000001,8.7350683,1.4571704,0.76352614,,,,,,,,,,,-3.328715977,-1.5245884230000002,-1.786587525,,,,,,,-2.3529966,-1.5245885000000001,-1.7865875
128686,,,,,,,8.6336231,1.9026928,,,,,,,,,,,,-1.157428247,-2.205733468,,,,,,,,-0.4952822,-1.5841266999999999,
128687,,,24.0,25.0,,,9.0064631,1.5185393,,,,1.0,1.0,,,3000010260.0,3000010260.0,,,-0.291721955,0.044185102,,,,-0.362238974,0.286805049,,,-0.66771024,-0.12123061,
128688,,,30.0,31.0,,,8.370986,1.3029711000000002,0.44693896,,,0.0,0.0,,,3000010309.0,3000010309.0,,,0.981248406,0.902588583,0.939856792,,,,,,,0.20140049,0.54685503,0.69496411
128693,,,35.0,36.0,,,8.9219141,1.3040673,0.26011443,,,0.0,0.0,,,3000010309.0,3000010309.0,,,0.087719426,0.213470228,-0.055569786,,,,,,,-0.32311767,0.19132447,-0.5634461
128694,,,25.0,26.0,,,9.0157547,2.0220575000000003,0.48667216,,,1.0,1.0,,,3000010170.0,3000010170.0,,,-1.13565356,-0.022700597000000003,0.650046903,,,-1.715735222,-1.175880352,,,-1.178496,-0.7923876,0.10049734
128695,22.0,23.0,24.0,25.0,8.7858429,8.880695300000003,8.1211824,1.7271025000000002,0.4266094,1.0,1.0,1.0,1.0,3000010170.0,3000010170.0,3000010170.0,3000010170.0,,,-0.15839946800000002,0.303187,0.687651963,,,,,,,-0.15839948,0.30318698,0.68765199
128718,,,24.0,25.0,,,8.990927699999997,1.4453063,0.74015152,,,1.0,1.0,,,3000010170.0,3000010170.0,,,-0.346163761,0.486053249,1.3618249930000002,,,,-0.18095085,,,-0.015003265,0.43503156,1.328635
128743,,,40.0,41.0,,,8.743157400000001,1.432407,0.10925665,,,0.0,0.0,,,,3000010190.0,,,-0.506857494,-0.574617211,-0.073157779,,,-0.058658825,,,,-0.20913063,-0.57461721,-0.11979469999999999
